u,v,key,osmid,bridge,oneway,lanes,ref,highway,maxspeed,reversed,length,name,tunnel,junction,access,geometry
26019996,1487416471,0,135424828,yes,True,2,A 25,motorway,120,False,137.835,,,,,"LINESTRING (-8.6586607 40.6435537, -8.6573925 40.6443351)"
26019999,1487416494,0,135424832,,True,2,A 25,motorway,120,False,128.667,,,,,"LINESTRING (-8.6561168 40.6451034, -8.6548965 40.6457974)"
26020001,26020004,0,135424832,,True,2,A 25,motorway,120,False,295.911,,,,,"LINESTRING (-8.6536617 40.6464534, -8.6507384 40.6479239)"
330341298,9062001863,0,135165691,,False,,,residential,,False,3.371,Rua José Afonso,,,,"LINESTRING (-8.6468557 40.6405709, -8.6468158 40.6405725)"
330341298,9061988796,0,146634192,,False,,,residential,,True,4.511,Largo do Mercado,,,,"LINESTRING (-8.6468557 40.6405709, -8.6469072 40.6405818)"
330341299,1484655937,0,135165691,,False,,,residential,,False,24.027,Rua José Afonso,,,,"LINESTRING (-8.6466505 40.640667, -8.6464759 40.6408377)"
330341299,4970288960,0,135165691,,False,,,residential,,True,4.027,Rua José Afonso,,,,"LINESTRING (-8.6466505 40.640667, -8.6466814 40.6406394)"
330341300,1484655932,0,135165691,,False,,,residential,,False,19.627,Rua José Afonso,,,,"LINESTRING (-8.6457388 40.6411237, -8.6455138 40.6410789)"
330341300,1484655920,0,135165691,,False,,,residential,,True,17.479,Rua José Afonso,,,,"LINESTRING (-8.6457388 40.6411237, -8.6459459 40.64112)"
330341301,9062001859,0,135165691,,False,,,residential,,False,10.017,Rua José Afonso,,,,"LINESTRING (-8.6443263 40.6405626, -8.6442243 40.6405165)"
330341301,1699844854,0,135165691,,False,,,residential,,True,59.738,Rua José Afonso,,,,"LINESTRING (-8.6443263 40.6405626, -8.6449418 40.6408281)"
330341301,1484930831,0,135194483,,False,2,,residential,,False,72.396,Rua Doutor Manuel Soares,,,,"LINESTRING (-8.6443263 40.6405626, -8.6438913 40.6411238)"
330341302,5217907853,0,135165691,,False,,,residential,,True,5.119,Rua José Afonso,,,,"LINESTRING (-8.6431917 40.6400499, -8.6432441 40.6400731)"
330341302,1699763639,0,686659364,,False,2,,residential,,False,14.32,Rua Carlos Silva Melo Guimarães,,,,"LINESTRING (-8.6431917 40.6400499, -8.6431028 40.6401596)"
330341302,5217907851,0,686659370,,False,2,,residential,,False,16.963,Rua Carlos Silva Melo Guimarães,,,,"LINESTRING (-8.6431917 40.6400499, -8.6432945 40.6399188)"
330341303,6436344301,0,152276006,,True,2,,secondary,,False,6.414,Avenida Congressos da Oposição Democrática,,,,"LINESTRING (-8.6423455 40.6408484, -8.6422697 40.640844)"
330341303,6436344300,0,686659362,,True,2,,secondary,,False,6.752,Avenida Congressos da Oposição Democrática,,,,"LINESTRING (-8.6423455 40.6408484, -8.6423053 40.6409009)"
336970021,336970023,0,30518205,,True,2,,secondary,,False,81.287,Rua de Viseu,yes,,,"LINESTRING (-8.6387977 40.6460872, -8.6397489 40.6459709)"
336970023,1487492455,0,30518206,,True,2,,secondary,,False,178.702,Rua de Viseu,,,,"LINESTRING (-8.6397489 40.6459709, -8.6418428 40.6457287)"
336970026,336970058,0,496439537,,True,2,,secondary,,False,4.024,Rua de Viseu,,,,"LINESTRING (-8.6419651 40.6457287, -8.6420127 40.645731)"
336970030,336970055,0,30518203,,True,1,,secondary,,False,5.016,Rua de Viseu,,roundabout,,"LINESTRING (-8.6420583 40.6457535, -8.6421175 40.6457577)"
336970030,1489420365,0,135638481,,True,,,residential,,False,22.743,Rua Senhor dos Milagres,,,,"LINESTRING (-8.6420583 40.6457535, -8.6419661 40.6459457)"
336970034,336970049,0,30518203,,True,1,,secondary,,False,3.597,Rua de Viseu,,roundabout,,"LINESTRING (-8.6421881 40.6456098, -8.6421548 40.6455896)"
336970038,336970042,0,30518203,,True,1,,secondary,,False,5.072,Rua de Viseu,,roundabout,,"LINESTRING (-8.6420109 40.6456082, -8.641983 40.6456486)"
336970038,1489420361,0,135638486,,True,2,,secondary,,False,5.547,Rua de Viseu,,,,"LINESTRING (-8.6420109 40.6456082, -8.6419512 40.6456291)"
336970042,336970060,0,30518203,,True,1,,secondary,,False,5.681,Rua de Viseu,,roundabout,,"LINESTRING (-8.641983 40.6456486, -8.6419871 40.6456996)"
336970045,1491748951,0,30518203,,True,1,,secondary,,False,4.066,Rua de Viseu,,roundabout,,"LINESTRING (-8.6420954 40.6455788, -8.6420485 40.6455872)"
336970049,336970045,0,30518203,,True,1,,secondary,,False,5.153,Rua de Viseu,,roundabout,,"LINESTRING (-8.6421548 40.6455896, -8.6420954 40.6455788)"
336970050,336970034,0,30518203,,True,1,,secondary,,False,4.409,Rua de Viseu,,roundabout,,"LINESTRING (-8.6422129 40.6456447, -8.6421881 40.6456098)"
336970052,1487492453,0,30518203,,True,1,,secondary,,False,4.403,Rua de Viseu,,roundabout,,"LINESTRING (-8.6421732 40.6457389, -8.6422055 40.6457078)"
336970055,336970052,0,30518203,,True,1,,secondary,,False,5.143,Rua de Viseu,,roundabout,,"LINESTRING (-8.6421175 40.6457577, -8.6421732 40.6457389)"
336970058,336970030,0,30518203,,True,1,,secondary,,False,4.589,Rua de Viseu,,roundabout,,"LINESTRING (-8.6420127 40.645731, -8.6420583 40.6457535)"
336970060,336970058,0,30518203,,True,1,,secondary,,False,4.106,Rua de Viseu,,roundabout,,"LINESTRING (-8.6419871 40.6456996, -8.6420127 40.645731)"
336970064,1491748952,0,30518204,,True,1,,secondary,,False,3.441,Rua de Viseu,,,,"LINESTRING (-8.6422667 40.6456233, -8.6422826 40.6455948)"
336970066,1699701162,0,135660319,,True,2,,secondary,,False,16.507,Avenida Doutor Lourenço Peixinho,,,,"LINESTRING (-8.6440592 40.6435449, -8.6442503 40.6435131)"
349946476,6580029352,0,255511889,,True,1,,residential,,False,9.115,Rua da Arrochela,,,,"LINESTRING (-8.6555249 40.6398333, -8.655438 40.639882)"
349946477,356803177,0,172547691,,True,,,residential,,False,20.861,Rua de José Rabumba,,,,"LINESTRING (-8.6551268 40.6399543, -8.6551254 40.6401419)"
349946481,2337993862,0,135440079,,True,1,,secondary,,False,19.017,Rua do Clube dos Galitos,,,,"LINESTRING (-8.6540312 40.6411968, -8.6538079 40.6411736)"
349946481,356802811,0,135440083,,False,3,,secondary,,False,23.715,Rua do Clube dos Galitos,,,,"LINESTRING (-8.6540312 40.6411968, -8.6543118 40.6412091)"
349949425,5237859987,0,168731194,,False,,,residential,,True,5.02,Cais dos Santos Mártires,,,,"LINESTRING (-8.6582576 40.6394871, -8.6582007 40.6394739)"
349949425,5237859989,0,255512453,,False,,,residential,,False,7.557,Rua Bento de Magalhães,,,,"LINESTRING (-8.6582576 40.6394871, -8.6583422 40.6394648)"
349975927,3596763679,0,701029087,,True,1,,residential,,False,14.406,Cais do Alboi,,,,"LINESTRING (-8.6568602 40.6406152, -8.6567673 40.6405065)"
352646770,1834433581,0,172547674,,False,,,residential,,False,14.465,Rua Doutor Luís Brás Abreu,,,,"LINESTRING (-8.6557365 40.6388773, -8.6555651 40.638875)"
352646770,352646776,0,172547674,,False,,,residential,,True,11.663,Rua Doutor Luís Brás Abreu,,,,"LINESTRING (-8.6557365 40.6388773, -8.6558546 40.6389318)"
352646772,1834409421,0,173245223,,False,,,residential,,False,16.984,Rua Doutor Luís Brás Abreu,,,,"LINESTRING (-8.6547806 40.6385263, -8.6548583 40.6386672)"
352646776,352646770,0,172547674,,False,,,residential,,False,11.663,Rua Doutor Luís Brás Abreu,,,,"LINESTRING (-8.6558546 40.6389318, -8.6557365 40.6388773)"
352646776,352646777,0,172547674,,False,,,residential,,True,24.828,Rua Doutor Luís Brás Abreu,,,,"LINESTRING (-8.6558546 40.6389318, -8.6559857 40.6391317)"
352646777,352646776,0,172547674,,False,,,residential,,False,24.828,Rua Doutor Luís Brás Abreu,,,,"LINESTRING (-8.6559857 40.6391317, -8.6558546 40.6389318)"
352646777,5243375209,0,172547674,,False,,,residential,,True,17.027,Rua Doutor Luís Brás Abreu,,,,"LINESTRING (-8.6559857 40.6391317, -8.6560857 40.6392647)"
356802770,392953688,0,34262391,,True,1,,residential,,False,9.666,Rua João Mendonça,,,,"LINESTRING (-8.6536673 40.6414588, -8.653765 40.6415042)"
356802770,4027868694,0,400178787,,True,,,secondary,,False,4.836,Praça Humberto Delgado,,roundabout,,"LINESTRING (-8.6536673 40.6414588, -8.6537217 40.6414451)"
356802781,5238005219,0,31865796,,True,2,,secondary,,False,7.189,Rua do Clube dos Galitos,,,,"LINESTRING (-8.6538232 40.6412596, -8.6538955 40.6412254)"
356802781,4027868698,0,541716001,,True,,,secondary,,False,6.836,Praça Humberto Delgado,,roundabout,,"LINESTRING (-8.6538232 40.6412596, -8.6537826 40.6412064)"
356802791,8432272189,0,541716009,,False,2,,residential,,True,11.4,Rua Batalhão de Caçadores 10,,,,"LINESTRING (-8.6534812 40.6412061, -8.6533682 40.6411499)"
356802791,4027868689,0,556280454,,True,,,secondary,,False,4.796,Praça Humberto Delgado,,roundabout,,"LINESTRING (-8.6534812 40.6412061, -8.6534497 40.641242)"
356802811,701143511,0,135440083,,False,3,,secondary,,False,55.182,Rua do Clube dos Galitos,,,,"LINESTRING (-8.6543118 40.6412091, -8.6549517 40.6411066)"
356802811,349946481,0,135440083,,False,3,,secondary,,True,23.715,Rua do Clube dos Galitos,,,,"LINESTRING (-8.6543118 40.6412091, -8.6540312 40.6411968)"
356803026,4913131430,0,255512455,,False,,,residential,,False,21.001,Rua de Manuel Mendes,,,,"LINESTRING (-8.6569375 40.6384337, -8.6567719 40.6385747)"
356803026,1489638039,0,255512455,,False,,,residential,,True,5.755,Rua de Manuel Mendes,,,,"LINESTRING (-8.6569375 40.6384337, -8.6569556 40.6383838)"
356803033,6594398685,0,135663873,,True,1,,residential,,False,38.185,Rua de Manuel Mendes,,,,"LINESTRING (-8.655958 40.6374807, -8.6562583 40.6377376)"
356803033,5237860019,0,172550490,,False,2,,residential,,False,78.631,Rua de Jaime Cortesão,,,,"LINESTRING (-8.655958 40.6374807, -8.6566159 40.6369799)"
356803042,1489638015,0,135663873,,True,1,,residential,,False,7.618,Rua de Manuel Mendes,,,,"LINESTRING (-8.6557937 40.6373074, -8.6558321 40.6373694)"
356803090,5237764632,0,541689235,,True,2,,secondary,,False,13.174,Ponte da Dobadoura,,,,"LINESTRING (-8.6564153 40.6407317, -8.6565702 40.6407168)"
356803099,5237764630,0,541689236,,True,1,,secondary,,False,7.481,Ponte da Dobadoura,,,,"LINESTRING (-8.6567916 40.6407416, -8.656876 40.6407622)"
356803111,5237764378,0,541689219,,False,2,,secondary,,False,12.66,Rua do Clube dos Galitos,,,,"LINESTRING (-8.6554884 40.6410495, -8.6556331 40.6410194)"
356803111,3596764321,0,541716008,,False,2,,secondary,,True,35.075,Rua do Clube dos Galitos,,,,"LINESTRING (-8.6554884 40.6410495, -8.6550759 40.6410886)"
356803177,5237764381,0,172547691,,True,,,residential,,False,19.251,Rua de José Rabumba,,,,"LINESTRING (-8.6551254 40.6401419, -8.6552995 40.6402538)"
356803188,3596763883,0,700682684,,True,1,,residential,,False,41.07,Rua de José Rabumba,,,,"LINESTRING (-8.655373 40.640559, -8.6554622 40.6409221)"
385010594,3660913207,0,118248798,,True,1,EN 109,primary,,False,106.518,,,,,"LINESTRING (-8.6398245 40.6326179, -8.6407574 40.6319726)"
385011776,3631881350,0,176509600,,False,2,,residential,,False,50.555,Rua da Pega,,,,"LINESTRING (-8.6612717 40.6335221, -8.661456 40.6330895)"
385011776,3631879520,0,176509600,,False,2,,residential,,True,25.086,Rua da Pega,,,,"LINESTRING (-8.6612717 40.6335221, -8.6611412 40.6337248)"
385011810,8702724248,0,539599342,,False,1,EN 235,secondary,50,False,18.867,Rua Calouste Gulbenkian,,,,"LINESTRING (-8.6579835 40.6376009, -8.6581685 40.6376962)"
385011810,5237860013,0,539599343,,False,2,EN 235,secondary,50,False,9.48,Rua Calouste Gulbenkian,,,,"LINESTRING (-8.6579835 40.6376009, -8.6579019 40.6375423)"
385011812,1443502834,0,815988679,,False,2,EN 235,secondary,50,False,25.383,Rua Calouste Gulbenkian,,,,"LINESTRING (-8.6559695 40.636052, -8.6557529 40.6358936)"
385011812,5237866323,0,815988679,,False,2,EN 235,secondary,50,True,26.595,Rua Calouste Gulbenkian,,,,"LINESTRING (-8.6559695 40.636052, -8.6561904 40.6362226)"
385013521,4879032822,0,496184793,,True,1,,residential,,False,26.71,Rua Almirante Cândido dos Reis,,,,"LINESTRING (-8.6417564 40.6444595, -8.6420575 40.6445337)"
385013522,4880663732,0,33654342,,True,1,,residential,,False,19.227,Rua Almirante Cândido dos Reis,,,,"LINESTRING (-8.6408807 40.6442346, -8.6410971 40.6442888)"
385013522,1491749989,0,178873771,,True,1,,residential,,False,16.074,Rua Doutor João de Moura,,,,"LINESTRING (-8.6408807 40.6442346, -8.6407982 40.6443649)"
385013604,1699642060,0,493286522,,True,1,,residential,,False,56.754,Rua Doutor Arlindo Vicente,,,,"LINESTRING (-8.6412461 40.643411, -8.6410398 40.6438968)"
385013604,4874785482,0,556492127,,False,2,,residential,,True,5.535,Rua Doutor Arlindo Vicente,,,,"LINESTRING (-8.6412461 40.643411, -8.6412653 40.6433634)"
385013704,1443502835,0,504776812,,True,2,,secondary,30,False,26.641,Avenida de Artur Ravara,,,,"LINESTRING (-8.6542106 40.6364829, -8.6544286 40.6363096)"
385013705,1489637970,0,504776812,,True,2,,secondary,30,False,10.548,Avenida de Artur Ravara,,,,"LINESTRING (-8.6547469 40.6360106, -8.6548314 40.6359407)"
385013706,385013749,0,33654371,,True,2,EN 235,secondary,50,False,7.241,Rotunda do Hospital,,roundabout,,"LINESTRING (-8.6553219 40.6355429, -8.6553732 40.6355951)"
385013741,385013742,0,33654371,,True,2,EN 235,secondary,50,False,6.532,Rotunda do Hospital,,roundabout,,"LINESTRING (-8.655694 40.6356863, -8.6557528 40.6356481)"
385013742,689479803,0,33654371,,True,2,EN 235,secondary,50,False,11.324,Rotunda do Hospital,,roundabout,,"LINESTRING (-8.6557528 40.6356481, -8.6558273 40.6355634)"
385013743,385013744,0,33654371,,True,2,EN 235,secondary,50,False,10.91,Rotunda do Hospital,,roundabout,,"LINESTRING (-8.6559287 40.6353826, -8.6559541 40.6352864)"
385013743,4222131872,0,172557275,,True,1,,residential,,False,18.654,Avenida João Jacinto Magalhães,,,,"LINESTRING (-8.6559287 40.6353826, -8.6561009 40.6352774)"
385013744,689479797,0,33654371,,True,2,EN 235,secondary,50,False,6.55,Rotunda do Hospital,,roundabout,,"LINESTRING (-8.6559541 40.6352864, -8.6559225 40.6352326)"
385013745,385013746,0,33654371,,True,2,EN 235,secondary,50,False,4.185,Rotunda do Hospital,,roundabout,,"LINESTRING (-8.6558751 40.6351998, -8.6558369 40.6351758)"
385013746,1443502799,0,33654371,,True,2,EN 235,secondary,50,False,9.608,Rotunda do Hospital,,roundabout,,"LINESTRING (-8.6558369 40.6351758, -8.6557245 40.635162)"
385013746,1443502795,0,38628967,,True,2,EN 235,secondary,50,False,19.813,Avenida da Universidade,,,,"LINESTRING (-8.6558369 40.6351758, -8.6558767 40.6350002)"
385013747,385013748,0,33654371,,True,2,EN 235,secondary,50,False,12.462,Rotunda do Hospital,,roundabout,,"LINESTRING (-8.6554266 40.6352409, -8.6553327 40.6353274)"
385013748,1487572477,0,33654371,,True,2,EN 235,secondary,50,False,15.611,Rotunda do Hospital,,roundabout,,"LINESTRING (-8.6553327 40.6353274, -8.65526 40.6354565)"
385013749,385013750,0,33654371,,True,2,EN 235,secondary,50,False,14.807,Rotunda do Hospital,,roundabout,,"LINESTRING (-8.6553732 40.6355951, -8.6555085 40.6356799)"
385013749,1443502827,0,131114468,,True,1,EN 235,secondary_link,50,False,17.712,Rua Calouste Gulbenkian,,,,"LINESTRING (-8.6553732 40.6355951, -8.6555033 40.6357201)"
385013750,385013751,0,33654371,,True,2,EN 235,secondary,50,False,7.976,Rotunda do Hospital,,roundabout,,"LINESTRING (-8.6555085 40.6356799, -8.655599 40.6357006)"
385013751,385013741,0,33654371,,True,2,EN 235,secondary,50,False,8.172,Rotunda do Hospital,,roundabout,,"LINESTRING (-8.655599 40.6357006, -8.655694 40.6356863)"
390064447,1712844014,0,38628967,,True,2,EN 235,secondary,50,False,37.643,Avenida da Universidade,,,,"LINESTRING (-8.6563829 40.6341511, -8.656207 40.63384)"
390064448,1443502759,0,38628967,,True,2,EN 235,secondary,50,False,11.257,Avenida da Universidade,,,,"LINESTRING (-8.6562982 40.6345929, -8.6563625 40.6345042)"
390064494,1580092288,0,34039353,,True,3,EN 235,secondary,50,False,12.608,Rotunda do Marnoto,,roundabout,,"LINESTRING (-8.6586083 40.6414268, -8.6585058 40.6415093)"
390064495,998240570,0,34039298,,True,1,EN 235,secondary,50,False,14.005,Rua Condessa Mumadona Dias,,,,"LINESTRING (-8.6588228 40.6410718, -8.6587644 40.6411897)"
390064496,3596763612,0,34039298,,True,1,EN 235,secondary,50,False,68.998,Rua Condessa Mumadona Dias,,,,"LINESTRING (-8.6593657 40.6394576, -8.6591096 40.6400469)"
390064496,4390254773,0,182176867,,False,2,EN 235,secondary,,False,12.694,Rua Condessa Mumadona Dias,,,,"LINESTRING (-8.6593657 40.6394576, -8.6594069 40.6393478)"
390064498,390064499,0,658633126,,False,2,EN 235,secondary,,False,11.946,Rua Condessa Mumadona Dias,,,,"LINESTRING (-8.6596865 40.6385595, -8.6596724 40.6384526)"
390064498,5237866366,0,658633126,,False,2,EN 235,secondary,,True,8.42,Rua Condessa Mumadona Dias,,,,"LINESTRING (-8.6596865 40.6385595, -8.6596748 40.6386347)"
390064499,390064500,0,658633126,,False,2,EN 235,secondary,,False,10.686,Rua Condessa Mumadona Dias,,,,"LINESTRING (-8.6596724 40.6384526, -8.6595999 40.6383738)"
390064499,390064498,0,658633126,,False,2,EN 235,secondary,,True,11.946,Rua Condessa Mumadona Dias,,,,"LINESTRING (-8.6596724 40.6384526, -8.6596865 40.6385595)"
390064500,1489638033,0,135663877,yes,False,2,EN 235,secondary,,False,21.568,Rua Condessa Mumadona Dias,,,,"LINESTRING (-8.6595999 40.6383738, -8.6593861 40.6382675)"
390064500,390064499,0,658633126,,False,2,EN 235,secondary,,True,10.686,Rua Condessa Mumadona Dias,,,,"LINESTRING (-8.6595999 40.6383738, -8.6596724 40.6384526)"
390064887,1701314770,0,34039353,,True,3,EN 235,secondary,50,False,12.769,Rotunda do Marnoto,,roundabout,,"LINESTRING (-8.6591767 40.6414138, -8.6590399 40.6413647)"
390064887,998240268,0,110281242,,True,1,EN 235,secondary_link,50,False,22.397,Rua Condessa Mumadona Dias,,,,"LINESTRING (-8.6591767 40.6414138, -8.6590254 40.6412483)"
390064888,1259871826,0,34039353,,True,3,EN 235,secondary,50,False,14.045,Rotunda do Marnoto,,roundabout,,"LINESTRING (-8.6593469 40.6418637, -8.6593864 40.641741)"
390064888,391277672,0,34126779,,True,1,,motorway_link,50,False,64.276,,,,,"LINESTRING (-8.6593469 40.6418637, -8.6598275 40.6414152)"
390064890,1701314768,0,34039353,,True,3,EN 235,secondary,50,False,13.655,Rotunda do Marnoto,,roundabout,,"LINESTRING (-8.6586844 40.6420431, -8.6588388 40.6420799)"
390064890,998240278,0,34262404,,True,1,,secondary_link,,False,24.512,,,,,"LINESTRING (-8.6586844 40.6420431, -8.6588158 40.6422397)"
390064891,4027878662,0,34039353,,True,3,EN 235,secondary,50,False,8.822,Rotunda do Marnoto,,roundabout,,"LINESTRING (-8.658524 40.6419428, -8.658597 40.6419996)"
390064892,1259871802,0,34039353,,True,3,EN 235,secondary,50,False,12.842,Rotunda do Marnoto,,roundabout,,"LINESTRING (-8.6584213 40.6417283, -8.6584501 40.6418417)"
390064918,1487416310,0,560761994,,True,2,A 25,motorway,120,False,33.52,,,,,"LINESTRING (-8.6608339 40.6420448, -8.6605494 40.6422552)"
390067138,5366334854,0,494457228,,False,2,,residential,,True,4.207,Rua Nova,,,,"LINESTRING (-8.6520591 40.631272, -8.6520405 40.6312369)"
390067138,3596981381,0,556303397,,False,2,,residential,,False,15.71,Rua da Associação Humanitária dos Bombeiros Voluntários de Aveiro,,,,"LINESTRING (-8.6520591 40.631272, -8.6518928 40.6313355)"
390067138,1443502514,0,556492118,,False,2,,residential,,True,37.075,Rua da Associação Humanitária dos Bombeiros Voluntários de Aveiro,,,,"LINESTRING (-8.6520591 40.631272, -8.6524498 40.6311195)"
390067351,1489672241,0,135667686,,False,,,residential,,True,7.988,Rua Freguesia da Glória,,,,"LINESTRING (-8.6507653 40.6317798, -8.6508098 40.6318432)"
390067351,5417734728,0,493286526,,False,2,,residential,,True,42.792,Rua da Associação Humanitária dos Bombeiros Voluntários de Aveiro,,,,"LINESTRING (-8.6507653 40.6317798, -8.6512142 40.6316008)"
390067351,1699709127,0,494457224,,False,2,,residential,,False,13.585,Rua da Associação Humanitária dos Bombeiros Voluntários de Aveiro,,,,"LINESTRING (-8.6507653 40.6317798, -8.6506234 40.6318375)"
390067351,1489464501,0,494457232,,False,2,,residential,,False,8.345,Rua de Espinho,,,,"LINESTRING (-8.6507653 40.6317798, -8.6507261 40.6317109)"
391276858,998240440,0,95660743,,True,1,,motorway_link,40,False,36.835,,,,,"LINESTRING (-8.662073 40.6426769, -8.6617543 40.6429033)"
391276859,1487416399,0,135424866,,True,1,,secondary_link,,False,11.646,,,,,"LINESTRING (-8.6613126 40.6432066, -8.6612274 40.643289)"
391276859,1487416390,0,497243182,,True,1,,secondary_link,,False,14.364,,,,,"LINESTRING (-8.6613126 40.6432066, -8.6611768 40.6432845)"
391276860,391276861,0,497243182,,True,1,,secondary_link,,False,16.25,,,,,"LINESTRING (-8.6607812 40.643399, -8.6605901 40.6434172)"
391276861,391276862,0,497243182,,True,1,,secondary_link,,False,19.081,,,,,"LINESTRING (-8.6605901 40.6434172, -8.6603641 40.6434109)"
391276862,391276863,0,358981122,,True,1,,secondary_link,,False,19.025,,,,,"LINESTRING (-8.6603641 40.6434109, -8.6601467 40.6433655)"
391276863,1487416400,0,358981122,,True,1,,secondary_link,,False,18.203,,,,,"LINESTRING (-8.6601467 40.6433655, -8.6599552 40.6432901)"
391276864,391276865,0,358981122,,True,1,,secondary_link,,False,44.447,,,,,"LINESTRING (-8.6597817 40.6431927, -8.6594051 40.6429132)"
391276865,391276866,0,358981122,,True,1,,secondary_link,,False,28.251,,,,,"LINESTRING (-8.6594051 40.6429132, -8.6592234 40.6426998)"
391276866,998240232,0,358981122,,True,1,,secondary_link,,False,16.414,,,,,"LINESTRING (-8.6592234 40.6426998, -8.6591382 40.6425671)"
391276867,998240321,0,358981122,,True,1,,secondary_link,,False,19.294,,,,,"LINESTRING (-8.6590954 40.6424458, -8.6591188 40.6422732)"
391276925,391276926,0,110281242,,True,1,EN 235,secondary_link,50,False,24.674,Rua Condessa Mumadona Dias,,,,"LINESTRING (-8.6589796 40.6411168, -8.6589644 40.6408952)"
391276926,3596763686,0,110281242,,True,1,EN 235,secondary_link,50,False,33.783,Rua Condessa Mumadona Dias,,,,"LINESTRING (-8.6589644 40.6408952, -8.659026 40.640595)"
391276927,392953895,0,34039353,,True,3,EN 235,secondary,50,False,13.653,Rotunda do Marnoto,,roundabout,,"LINESTRING (-8.6591515 40.6420317, -8.6592747 40.6419521)"
391277666,998240444,0,34126779,,True,1,,motorway_link,50,False,13.317,,,,,"LINESTRING (-8.6612038 40.6415805, -8.6611761 40.6416984)"
391277667,391277666,0,34126779,,True,1,,motorway_link,50,False,21.275,,,,,"LINESTRING (-8.6612131 40.6413893, -8.6612038 40.6415805)"
391277668,391277667,0,34126779,,True,1,,motorway_link,50,False,21.431,,,,,"LINESTRING (-8.6611006 40.6412165, -8.6612131 40.6413893)"
391277670,391277668,0,34126779,,True,1,,motorway_link,50,False,22.432,,,,,"LINESTRING (-8.6608983 40.6410856, -8.6611006 40.6412165)"
391277671,3638038745,0,34126779,,True,1,,motorway_link,50,False,19.925,,,,,"LINESTRING (-8.6602578 40.6411232, -8.6604734 40.6410501)"
391277672,391277671,0,34126779,,True,1,,motorway_link,50,False,48.707,,,,,"LINESTRING (-8.6598275 40.6414152, -8.6602578 40.6411232)"
391284648,4961709765,0,34149770,,False,2,,residential,,True,95.24,Rua da Pega,,,,"LINESTRING (-8.6604128 40.634856, -8.6599278 40.6356294)"
391284648,3631879520,0,176509600,,False,2,,residential,,False,139.998,Rua da Pega,,,,"LINESTRING (-8.6604128 40.634856, -8.6611412 40.6337248)"
391284760,5366334857,0,135660319,,True,2,,secondary,,False,13.857,Avenida Doutor Lourenço Peixinho,,,,"LINESTRING (-8.6449328 40.6433916, -8.6450916 40.6433598)"
391284761,1487492428,0,135430909,,True,1,,secondary,,False,54.711,Avenida Vasco Branco,yes,,,"LINESTRING (-8.6414945 40.6440327, -8.6421207 40.6439049)"
391647754,4855614391,0,158878484,,False,,,residential,,False,32.78,Rua Artur de Almeida Eça,,,,"LINESTRING (-8.6393842 40.6441297, -8.6392655 40.6444104)"
391647754,4855614416,0,1070029006,,False,,,residential,,False,32.072,Rua Artur de Almeida Eça,,,,"LINESTRING (-8.6393842 40.6441297, -8.6395013 40.6438553)"
391647812,1702684501,0,34149627,,False,,,residential,,True,21.178,Rua Artur de Almeida Eça,,,,"LINESTRING (-8.6405858 40.6413134, -8.6405085 40.6414946)"
391647812,391647835,0,34149630,,True,,,residential,,False,51.8,Rua Artur de Almeida Eça,,,,"LINESTRING (-8.6405858 40.6413134, -8.6400152 40.6411415)"
391647812,7706067324,0,157727318,,False,,,residential,,False,5.679,Rua Artur de Almeida Eça,,,,"LINESTRING (-8.6405858 40.6413134, -8.6406517 40.6413238)"
391647835,4927593280,0,34149630,,True,,,residential,,False,9.914,Rua Artur de Almeida Eça,,,,"LINESTRING (-8.6400152 40.6411415, -8.6399047 40.6411112)"
391647836,1489699033,0,34149630,,True,,,residential,,False,23.733,Rua Artur de Almeida Eça,,,,"LINESTRING (-8.6397464 40.6410993, -8.6394817 40.6410271)"
391648189,4163013757,0,791160568,,True,2,,tertiary,50,False,1.262,Avenida Doutor Francisco do Vale Guimarães,,,,"LINESTRING (-8.6399959 40.6377727, -8.6399832 40.6377667)"
391648192,1496550049,0,127003541,,True,,,tertiary,,False,37.13,Avenida Adelino Amaro da Costa,,,,"LINESTRING (-8.6407588 40.6388384, -8.6408034 40.6391706)"
391648192,1650984366,0,791160566,,True,2,,tertiary,,False,10.793,,,roundabout,,"LINESTRING (-8.6407588 40.6388384, -8.6408825 40.6388631)"
391650518,2482439088,0,176509600,,False,2,,residential,,False,37.751,Rua da Pega,,,,"LINESTRING (-8.6618565 40.6321235, -8.6619299 40.6317886)"
391650518,3631881350,0,176509600,,False,2,,residential,,True,112.606,Rua da Pega,,,,"LINESTRING (-8.6618565 40.6321235, -8.661456 40.6330895)"
392953465,5189610554,0,34262364,,False,2,,residential,,True,4.612,Rua José Pereira Tavares,,,,"LINESTRING (-8.6475215 40.6468646, -8.6475584 40.6468952)"
392953465,4915753696,0,135422389,,False,2,,residential,,False,9.611,Rua Prior Manuel António Fernandes,,,,"LINESTRING (-8.6475215 40.6468646, -8.6474354 40.6469212)"
392953465,5104033061,0,135422389,,False,2,,residential,,True,12.578,Rua Prior Manuel António Fernandes,,,,"LINESTRING (-8.6475215 40.6468646, -8.6476318 40.6467885)"
392953501,5104033110,0,34262370,,True,,,residential,,False,16.077,Rua do Carril,,,,"LINESTRING (-8.6496823 40.6460103, -8.6498696 40.6460369)"
392953501,5104033108,0,135422389,,False,2,,residential,,False,4.145,Rua Prior Manuel António Fernandes,,,,"LINESTRING (-8.6496823 40.6460103, -8.6496375 40.6460256)"
